NACA 0012                                       
 Alfa =   0.00000 Re =  1500000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   0.10627 -0.04785 -0.41114
   0.11487 -0.04916 -0.41262
   0.12372 -0.05039 -0.41318
   0.13278 -0.05153 -0.41297
   0.14201 -0.05260 -0.41194
   0.15139 -0.05359 -0.41025
   0.16089 -0.05450 -0.40766
   0.17051 -0.05533 -0.40505
   0.18022 -0.05608 -0.40135
   0.19001 -0.05676 -0.39742
   0.19987 -0.05737 -0.39353
   0.20979 -0.05791 -0.38905
   0.21978 -0.05838 -0.38436
   0.22981 -0.05878 -0.37948
   0.23990 -0.05913 -0.37468
   0.25002 -0.05941 -0.36908
   0.26019 -0.05964 -0.36369
   0.27039 -0.05981 -0.35815
   0.28062 -0.05993 -0.35259
   0.29089 -0.06000 -0.34692
   0.30118 -0.06002 -0.34111
   0.31150 -0.05999 -0.33500
   0.32185 -0.05991 -0.32940
   0.33222 -0.05979 -0.32310
   0.34261 -0.05963 -0.31707
   0.35303 -0.05942 -0.31112
   0.36346 -0.05918 -0.30492
   0.37391 -0.05889 -0.29900
   0.38437 -0.05857 -0.29266
   0.39486 -0.05822 -0.28664
   0.40535 -0.05783 -0.28025
   0.41587 -0.05740 -0.27438
   0.42639 -0.05694 -0.26813
   0.43693 -0.05645 -0.26203
   0.44748 -0.05594 -0.25581
   0.45805 -0.05539 -0.24976
   0.46862 -0.05481 -0.24362
   0.47920 -0.05420 -0.23739
   0.48979 -0.05357 -0.23153
   0.50039 -0.05292 -0.22544
   0.51100 -0.05223 -0.21926
   0.52162 -0.05153 -0.21324
   0.53225 -0.05079 -0.20738
   0.54288 -0.05004 -0.20122
   0.55352 -0.04927 -0.19528
   0.56416 -0.04847 -0.18936
   0.57481 -0.04765 -0.18343
   0.58547 -0.04681 -0.17725
   0.59613 -0.04595 -0.17155
   0.60679 -0.04507 -0.16553
   0.61746 -0.04417 -0.15948
   0.62814 -0.04326 -0.15348
   0.63881 -0.04232 -0.14764
   0.64949 -0.04137 -0.14171
   0.66017 -0.04040 -0.13557
   0.67086 -0.03941 -0.12958
   0.68154 -0.03841 -0.12347
   0.69223 -0.03739 -0.11738
   0.70292 -0.03635 -0.11145
   0.71361 -0.03530 -0.10493
   0.72430 -0.03423 -0.09874
   0.73499 -0.03315 -0.09231
   0.74568 -0.03205 -0.08591
   0.75637 -0.03094 -0.07922
   0.76706 -0.02981 -0.07272
   0.77775 -0.02866 -0.06573
   0.78843 -0.02750 -0.05891
   0.79912 -0.02633 -0.05169
   0.80980 -0.02514 -0.04429
   0.82048 -0.02394 -0.03665
   0.83115 -0.02272 -0.02880
   0.84182 -0.02148 -0.02067
   0.85249 -0.02023 -0.01225
   0.86314 -0.01897 -0.00329
   0.87378 -0.01769  0.00607
   0.88441 -0.01640  0.01576
   0.89501 -0.01510  0.02613
   0.90556 -0.01378  0.03729
   0.91606 -0.01246  0.04877
   0.92645 -0.01113  0.06158
   0.93670 -0.00981  0.07484
   0.94672 -0.00850  0.08932
   0.95642 -0.00721  0.10453
   0.96568 -0.00598  0.12069
   0.97436 -0.00480  0.13738
   0.98236 -0.00371  0.15447
   0.98960 -0.00271  0.17126
   0.99609 -0.00181  0.18798
   1.00000 -0.00126  0.19556
